5|1751233540.949|d
5|1751233585.291|d
5|1751233586.157|d
5|1751233587.108|2
5|1751233587.495|2
5|1751233587.73|2
5|1751233587.881|2
5|1751233588.348|2
5|1751233588.469|2
5|1751233588.644|2
5|1751233588.995|2
5|1751233589.079|2
5|1751233589.331|22
5|1751233591.516|e
5|1751233593.627|2
5|1751235174.559|yo
5|1751235183.132|hey
5|1751386830.657|yo
5|1751386838.918|k
0|1751388700.327|yo
0|1751388707.257|d
0|1751388713.633|d
0|1751904855.337|Hi
0|1751904865.86|hello
5|1751904875.363|hi
5|1751904897.883|notification sound!
0|1751904924.866|notification sound from desktop computer
0|1751904957.708|h
0|1752076328.726|h
0|1752076352.071|f
0|1752076415.445|d
0|1752078323.782|hi
0|1752078393.46|hey
5|1752352588.086|hi
5|1752352749.197|hi
0|1752352757.321|hi
0|1752352771.234|hi
